userId,itemId,rating,weather,timestamp
1,224,3,4,1557893030
1,160,4,12,1561521670
1,160,4,46,1491710410
1,78,3,16,1557979260
1,78,4,6,1561176010
1,233,3,4,1557893040
1,79,5,17,1490673640
1,79,4,6,1561262420
1,88,5,13,1490500850
1,88,4,32,1561435230
1,89,5,13,1601524800
1,89,5,17,1599192000
1,90,5,4,1557893050
1,90,5,9,1590897600
1,90,5,6,1561262430
1,236,0,1,1599451200
1,236,4,1,1599451210
1,92,4,29,1562385630
1,237,4,15,1490846450
1,237,4,12,1561521680
1,238,3,4,1557893060
1,238,5,6,1561262440
1,96,4,6,1557288090
1,96,4,21,1562212820
1,240,4,12,1562299240
1,240,3,16,1557979270
1,99,4,32,1561780800
1,24,3,4,1557893070
1,99,3,4,1557893080
1,241,4,12,1561521690
1,241,3,16,1557979280
1,100,3,16,1557979290
1,102,5,36,1491624010
1,102,5,12,1561521700
1,245,4,29,1562385640
1,104,3,4,1557893090
1,246,4,32,1561435240
1,246,4,4,1557893100
1,106,4,24,1562990400
1,107,3,16,1557979300
1,109,4,6,1585713600
1,111,3,16,1557979310
1,111,4,6,1561608000
1,248,4,13,1491969610
1,248,4,6,1561262450
1,118,4,13,1491969620
1,118,4,32,1561435250
1,119,4,12,1561089630
1,119,3,16,1557979320
1,119,4,6,1585713610
1,120,4,32,1561435260
1,120,3,16,1557979330
1,249,4,13,1491969630
1,249,4,12,1561521710
1,124,5,4,1557893110
1,127,4,6,1557288100
1,127,4,4,1562040010
1,128,4,15,1490846460
1,128,3,16,1557979340
1,128,4,6,1561262460
1,129,4,10,1598414410
1,129,4,18,1599537600
1,136,5,6,1561608010
1,137,3,6,1563595200
1,144,5,10,1590811200
1,144,3,6,1557288110
1,144,4,4,1562040020
1,254,5,13,1490500860
1,254,4,6,1561262470
1,147,4,32,1561435270
1,147,3,16,1557979350
1,151,3,6,1557288120
1,151,3,16,1562126420
1,153,4,17,1563940800
1,247,3,4,1557893120
1,247,4,6,1561262480
1,156,3,16,1557979360
1,156,4,6,1561608020
1,158,4,13,1598760000
1,158,4,6,1589256000
1,159,4,27,1586750410
1,159,4,6,1601265600
1,163,3,16,1557979370
1,255,3,12,1561521720
1,255,3,16,1557979380
1,255,5,11,1591156800
1,256,4,13,1490500870
1,256,4,32,1561435280
1,257,3,16,1557979390
1,257,5,6,1561262490
1,194,5,12,1558065610
1,194,4,32,1561435290
1,199,3,16,1557979400
1,202,3,24,1561953630
1,202,3,12,1558065620
1,204,3,16,1557979410
1,208,3,16,1557979420
1,213,3,6,1572667200
1,222,3,16,1557979430
1,222,4,12,1561089640
2,0,5,2,1465185600
2,0,5,13,1517371200
2,230,5,7,1441166400
2,1,5,54,1433131200
2,5,5,23,1433217600
2,7,5,7,1441166410
2,12,5,17,1514001600
2,12,5,46,1431576000
2,12,5,4,1426651200
2,14,5,7,1464062400
2,26,5,52,1467172800
2,32,5,23,1433217610
2,37,5,16,1433304000
2,50,5,6,1441684800
2,52,5,23,1434427200
2,56,5,4,1426651210
2,68,5,23,1434427210
2,74,4,37,1434513600
2,79,5,34,1431057600
2,79,5,4,1426651220
2,80,5,11,1460433600
2,237,4,5,1440734400
2,243,5,52,1467172810
2,107,5,7,1441080000
2,248,5,23,1434427220
2,256,5,23,1467086400
3,0,0,3,1498795200
3,7,0,12,1498881600
3,10,0,12,1498881610
3,43,0,3,1498795210
3,126,0,3,1498795220
3,144,0,3,1498795230
4,0,5,5,1467259200
4,1,4,16,1450065600
4,11,5,10,1459310400
4,14,5,10,1480046400
4,56,4,13,1449460800
4,66,5,24,1456113600
4,67,4,10,1459310410
4,99,5,24,1456113610
4,253,5,18,1492920000
4,253,5,18,1492920010
4,152,4,6,1488859200
4,256,4,7,1464062400
4,176,5,10,1480046410
5,0,5,6,1535428800
5,0,5,11,1483761600
5,0,4,18,1494388800
5,1,4,47,1447992000
5,2,5,12,1540180800
5,2,4,6,1601438400
5,2,4,9,1595995200
5,2,4,30,1575604800
5,4,4,6,1543464000
5,4,4,6,1543464010
5,4,5,33,1414728000
5,5,5,33,1414728010
5,8,4,6,1414987200
5,225,4,33,1414728020
5,12,5,31,1519704000
5,13,5,33,1414728030
5,14,4,18,1483243200
5,14,4,18,1483243210
5,16,4,6,1469937600
5,16,4,6,1469937610
5,21,4,6,1414987210
5,25,4,47,1473048000
5,25,4,33,1414728040
5,32,4,33,1414728050
5,40,4,6,1415592000
5,40,5,33,1414728060
5,50,4,33,1414728070
5,50,4,7,1441166400
5,52,4,47,1473048010
5,53,5,6,1463544000
5,56,4,33,1414728080
5,57,4,6,1451275200
5,72,4,6,1483934400
5,72,4,6,1483934410
5,231,4,33,1414728090
5,234,4,13,1564545600
5,81,4,33,1414728100
5,84,5,33,1414728110
5,87,4,33,1414728120
5,93,4,13,1420603200
5,96,4,29,1491278400
5,97,4,6,1543291200
5,97,4,6,1543291210
5,241,4,13,1415851200
5,103,4,13,1415851210
5,244,5,15,1449633600
5,244,4,33,1414728130
5,245,4,6,1414987220
5,109,4,18,1416196800
5,248,4,46,1457150400
5,248,4,46,1457150410
5,248,4,6,1415592010
5,249,4,33,1414728140
5,125,4,6,1543636800
5,125,4,6,1543636810
5,131,4,24,1430884800
5,132,4,1,1494993600
5,132,4,1,1494993610
5,254,4,11,1416888000
5,256,4,18,1416196810
5,168,4,13,1420603210
5,168,4,1,1444881600
5,182,4,18,1536120000
5,202,4,33,1414728150
5,207,4,33,1414728160
5,218,4,18,1416196820
6,0,4,7,1464062400
6,0,4,0,1464321600
6,0,3,7,1464062410
6,7,3,9,1446177600
6,9,4,10,1446696000
6,10,4,6,1462507200
6,10,0,29,1446004800
6,16,4,12,1462852800
6,17,5,1,1468987200
6,35,3,10,1446609600
6,43,3,7,1464062420
6,44,5,10,1448251200
6,68,4,10,1446696010
6,160,4,9,1446177610
6,122,4,34,1473134400
6,128,4,7,1464062430
6,254,4,10,1446696020
7,0,0,1,1586232000
7,0,0,8,1586664000
7,0,5,29,1577505600
7,2,0,20,1591329600
7,2,0,10,1585108800
7,28,5,17,1560312000
7,43,5,29,1577505610
7,65,4,17,1557028800
7,240,5,41,1588910400
7,240,5,6,1556942400
8,0,5,1,1486958400
8,2,5,29,1427342400
8,11,4,25,1427688000
8,56,5,29,1427342410
8,56,4,4,1398398400
8,93,5,25,1427688010
8,99,4,29,1427342420
8,155,4,29,1427342430
9,0,5,9,1498968000
9,0,5,12,1498881600
9,20,5,12,1498881610
9,46,5,17,1497758400
9,70,5,14,1499313600
9,73,5,9,1498968010
9,89,5,5,1499486400
10,0,4,6,1470888000
10,230,5,18,1427169600
10,4,4,1,1456286400
10,4,5,29,1427342400
10,9,4,6,1471060800
10,10,4,1,1456286410
10,11,4,6,1435809600
10,11,5,32,1561780800
10,18,4,1,1456286420
10,21,4,1,1483156800
10,21,4,6,1471060810
10,21,4,1,1456286430
10,21,4,32,1436155200
10,30,5,18,1427169610
10,30,3,25,1464753600
10,30,4,13,1471147200
10,30,0,14,1455163200
10,36,5,46,1436241600
10,37,4,6,1470888010
10,39,5,29,1427342410
10,41,3,18,1456372800
10,41,4,6,1445140800
10,44,4,1,1456286440
10,44,5,29,1426737600
10,47,4,6,1445140810
10,48,4,10,1487304000
10,48,4,6,1471060820
10,48,4,1,1456286450
10,50,5,29,1427342420
10,58,4,6,1487908800
10,58,4,21,1446264000
10,59,4,1,1456286460
10,59,4,6,1445140820
10,61,5,29,1427342430
10,61,4,6,1445140830
10,68,4,1,1456286470
10,71,4,1,1456286480
10,71,4,7,1470974400
10,71,4,21,1446264010
10,231,5,29,1427342440
10,74,4,7,1470974410
10,80,4,1,1456286490
10,80,4,21,1446264020
10,80,4,21,1446264030
10,87,5,29,1427342450
10,90,4,18,1456372810
10,90,4,21,1446264040
10,91,4,1,1456286500
10,91,4,6,1445140840
10,94,4,21,1446264050
10,95,4,1,1456286510
10,95,4,6,1435809610
10,96,4,13,1471147210
10,96,3,18,1456372820
10,96,5,18,1427169620
10,98,4,6,1471060830
10,98,4,18,1456372830
10,98,4,6,1445140850
10,99,4,13,1471147220
10,99,4,1,1456286520
10,99,4,6,1445140860
10,243,4,13,1471147230
10,101,4,21,1446264060
10,101,4,21,1446264070
10,107,4,13,1471147240
10,107,4,1,1456286530
10,116,4,1,1456286540
10,127,4,1,1456286550
10,127,4,21,1446264080
10,167,4,6,1445140870
10,255,5,29,1427342460
10,172,4,1,1456286560
10,172,4,6,1445140880
10,205,4,1,1456286570
10,205,4,6,1445140890
10,205,4,32,1436155210
11,0,5,10,1523592000
11,230,5,11,1437451200
11,230,5,11,1437451210
11,1,5,11,1437451220
11,2,5,18,1524628800
11,2,5,16,1524542400
11,2,5,1,1438142400
11,226,5,14,1435723200
11,16,5,6,1435809600
11,28,5,14,1435723210
11,52,5,11,1437451230
12,0,5,1,1492056000
12,15,4,1,1492056010
12,51,3,15,1592884800
12,51,4,6,1584849600
12,51,4,10,1579838400
12,51,4,1,1584676800
12,79,3,16,1596945600
12,248,3,9,1585886400
12,249,3,6,1584417600
12,134,3,16,1581134400
12,149,3,11,1591761600
12,153,3,11,1596859200
12,153,3,30,1588737600
12,153,4,24,1579924800
12,173,4,15,1592107200
12,198,3,18,1584244800
13,0,0,6,1482465600
13,0,0,6,1482465610
13,0,0,6,1482465620
13,20,0,6,1482465630
13,228,5,17,1474430400
13,43,0,6,1482465640
13,73,0,6,1482465650
14,0,4,11,1486180800
14,0,4,10,1508385600
14,230,5,6,1458014400
14,1,4,10,1458187200
14,2,4,9,1506398400
14,7,4,11,1489377600
14,52,5,18,1455595200
15,0,0,14,1497326400
15,0,0,14,1497326410
15,0,0,14,1497326420
15,20,0,14,1497326430
15,20,0,14,1497326440
15,43,0,14,1497326450
15,73,0,14,1497326460
16,0,0,4,1483675200
16,12,0,13,1494648000
16,30,5,18,1413604800
16,43,0,4,1483675210
16,58,5,4,1489291200
16,58,0,4,1489291210
16,88,4,10,1484712000
16,128,0,4,1483675220
16,152,4,1,1490587200
16,152,0,1,1490587210
17,0,0,1,1494993600
17,0,0,1,1494993610
17,20,0,1,1494993620
17,43,0,1,1494993630
17,73,0,1,1494993640
18,0,0,16,1492747200
18,2,5,6,1535515200
18,20,0,16,1492747210
18,229,4,1,1462248000
18,73,0,16,1492747220
18,82,0,16,1492747230
18,138,0,16,1492747240
18,138,0,16,1492747250
18,138,0,16,1492747260
18,138,0,16,1492747270
18,138,4,1,1462248010
18,138,0,16,1492747280
19,0,5,13,1471492800
19,0,5,18,1471579200
19,0,5,13,1471492810
19,0,5,13,1471492820
19,0,5,13,1471492830
19,0,5,13,1471492840
19,154,0,9,1430280000
20,0,5,13,1472443200
20,230,4,13,1472443210
20,1,5,13,1472443220
20,10,4,13,1472443230
20,17,5,13,1472443240
20,93,5,13,1472443250
21,0,5,1,1468987200
21,0,5,1,1468987210
21,0,5,1,1468987220
21,0,5,1,1468987230
21,43,5,1,1468987240
22,0,0,17,1514347200
22,0,5,10,1514433600
22,230,0,17,1514347210
22,230,0,17,1514347220
22,1,0,10,1514433610
22,9,4,10,1514433620
22,16,3,10,1514433630
22,26,0,10,1514433640
22,43,0,17,1514347230
22,43,5,10,1514433650
22,73,4,10,1514433660
22,231,0,10,1514433670
22,243,0,10,1514433680
22,247,0,10,1514433690
23,0,5,4,1483502400
23,20,5,4,1483502410
23,20,5,4,1483502420
23,43,5,4,1483502430
23,73,5,18,1483416000
24,0,5,19,1468814400
24,0,0,5,1468900800
24,10,5,19,1468814410
24,28,4,19,1468814420
24,99,4,19,1468814430
25,0,0,11,1532491200
25,16,0,11,1532491210
25,20,0,11,1532491220
25,73,0,11,1532491230
25,93,0,11,1532491240
26,0,4,20,1502683200
26,1,5,24,1502596800
26,24,5,24,1502596810
26,39,5,20,1502683210
26,43,4,20,1502683220
26,46,5,24,1502596820
26,239,5,24,1502596830
26,120,5,20,1502683230
26,199,5,20,1502683240
27,0,0,19,1497240000
27,230,0,19,1497240010
27,7,0,19,1497240020
27,39,0,19,1497240030
27,43,0,19,1497240040
28,0,0,6,1497412800
28,1,0,0,1496635200
28,20,0,6,1497412810
28,20,0,6,1497412820
28,43,0,6,1497412830
28,50,0,0,1496635210
28,73,0,6,1497412840
28,109,0,0,1496635220
29,0,5,17,1528344000
29,230,5,4,1434340800
29,5,5,10,1481601600
29,10,5,13,1438228800
29,11,5,18,1524628800
29,11,5,24,1524456000
29,11,5,1,1438315200
29,226,0,6,1526270400
29,13,5,10,1481601610
29,16,5,18,1526443200
29,28,0,6,1526270410
29,30,5,34,1435204800
29,32,5,24,1534478400
29,37,5,1,1513569600
29,52,5,34,1435204810
29,56,4,4,1434340810
29,229,4,1,1438142400
29,61,5,34,1435204820
29,64,5,4,1434340820
29,66,4,4,1434340830
29,71,5,18,1526443210
29,71,5,13,1438228810
29,234,5,41,1526529600
29,88,5,34,1435204830
29,91,4,13,1438228820
29,92,5,13,1438228830
29,237,5,34,1435204840
29,98,0,18,1526443220
29,98,5,13,1438228840
29,101,5,1,1438142410
29,251,5,24,1530763200
29,127,5,13,1438228850
30,0,5,13,1525752000
30,230,3,6,1525838400
30,10,5,6,1525838410
30,12,0,11,1571025600
30,99,3,6,1525838420
31,0,0,9,1508990400
31,230,0,9,1508990410
31,5,0,9,1508990420
31,5,0,9,1508990430
31,28,0,9,1508990440
31,43,0,9,1508990450
32,0,0,18,1478836800
32,0,0,16,1479096000
32,1,0,18,1478836810
32,5,0,1,1478145600
32,20,0,18,1478836820
32,56,0,18,1478836830
32,98,0,18,1478836840
33,0,5,7,1470801600
33,0,5,7,1470801610
33,5,4,7,1470801620
33,107,5,7,1470801630
33,130,3,7,1470801640
34,0,4,4,1463716800
34,5,4,13,1458878400
34,5,5,17,1458532800
34,226,4,16,1458792000
34,13,4,10,1461643200
34,13,4,11,1461729600
34,14,4,16,1460520000
34,26,4,11,1460433600
34,28,4,16,1458792010
34,32,5,6,1458100800
34,39,4,13,1458878410
34,39,4,9,1458705600
34,43,4,4,1463716810
34,44,5,6,1459051200
34,44,5,6,1458964800
34,51,4,19,1467518400
34,51,4,52,1467172800
34,57,4,13,1458878420
34,81,4,11,1461729610
34,81,4,10,1461643210
34,93,5,1,1459137600
34,243,4,11,1460433610
34,102,4,13,1458878430
34,104,4,6,1457236800
34,105,4,6,1457236810
34,115,0,6,1458100810
34,248,0,6,1458100820
34,249,4,31,1461297600
34,249,4,17,1461038400
34,251,5,1,1459137610
34,128,4,4,1463716820
34,130,4,13,1458878440
34,130,5,9,1458705610
34,151,4,17,1465531200
34,247,4,31,1461297610
34,247,5,17,1461038410
34,156,5,9,1458705620
34,170,4,6,1457236820
34,194,5,31,1461297620
34,194,5,17,1461038420
34,198,4,13,1458878450
34,198,4,9,1458705630
34,218,4,13,1458878460
34,218,4,9,1458705640
35,0,0,6,1465790400
35,0,0,6,1465790410
35,0,0,6,1465790420
35,0,0,6,1465790430
35,20,0,6,1465790440
36,0,5,16,1533528000
36,42,5,6,1531800000
36,52,5,6,1531800010
36,85,5,6,1531800020
36,173,5,6,1533009600
37,0,3,13,1568433600
37,134,3,16,1597118400
37,135,3,29,1596427200
37,149,3,4,1595476800
37,190,3,9,1597204800
38,0,5,21,1598932800
38,0,5,1,1598241600
38,0,5,6,1569297600
38,5,5,17,1586836800
38,7,5,10,1549944000
38,225,5,6,1557288000
38,17,5,6,1550980800
38,49,5,6,1589947200
38,74,5,29,1552795200
38,90,5,6,1584849600
38,99,5,1,1554609600
38,152,5,17,1584331200
39,0,5,10,1598414400
39,36,5,29,1587873600
39,60,5,29,1588996800
39,64,5,29,1587355200
39,69,5,4,1588305600
39,85,5,11,1587268800
39,124,5,6,1589256000
39,149,5,1,1586404800
39,190,5,26,1599710400
39,206,5,10,1588651200
39,211,5,28,1588824000
40,0,5,1,1598241600
40,2,5,9,1596168000
40,2,5,21,1595736000
40,2,5,6,1595649600
40,7,5,1,1598155200
41,0,5,1,1597636800
41,0,5,6,1597377600
41,0,5,6,1596340800
41,0,5,6,1595649600
41,0,5,21,1595736000
41,6,5,6,1589947200
41,43,5,17,1590552000
41,50,5,17,1590638400
41,69,5,17,1590638410
41,70,5,6,1589947210
41,70,5,29,1562385600
41,73,5,17,1590552010
41,74,5,15,1590724800
41,232,5,17,1590552020
41,103,5,15,1590724810
41,132,5,17,1590638420
41,137,5,10,1593662400
41,144,5,9,1596168000
41,164,5,9,1592539200
41,256,5,15,1590724820
41,265,5,17,1590638430
42,0,5,22,1596513600
42,0,5,11,1596600000
42,0,5,1,1588478400
42,0,5,11,1585540800
42,0,5,13,1580788800
42,0,5,10,1581393600
42,0,5,16,1579406400
42,0,5,10,1578628800
42,0,5,10,1578715200
42,0,5,1,1575864000
42,0,5,10,1575086400
42,230,5,6,1568260800
42,2,5,13,1598068800
42,2,5,9,1595995200
42,2,5,4,1595476800
42,2,5,6,1595649600
42,2,5,10,1588651200
42,2,5,17,1587787200
42,2,5,17,1588219200
42,2,5,1,1586232000
42,2,5,1,1586404800
42,2,5,6,1584849600
42,2,5,6,1584417600
42,2,5,10,1583985600
42,2,5,10,1583726400
42,2,5,27,1583380800
42,2,5,9,1583553600
42,2,5,17,1580616000
42,2,5,13,1582516800
42,2,4,17,1579492800
42,2,5,6,1578283200
42,2,5,10,1574827200
42,2,5,1,1572321600
42,2,5,6,1572148800
42,2,5,6,1569297600
42,2,5,17,1570420800
42,3,5,17,1596081600
42,3,5,22,1596513610
42,3,5,13,1595563200
42,3,5,1,1587700800
42,3,5,12,1584072000
42,3,5,6,1580702400
42,3,5,10,1574740800
42,3,5,11,1571025600
42,3,5,16,1570248000
42,3,5,6,1570075200
42,3,4,17,1570161600
42,3,5,16,1569988800
42,3,5,31,1567915200
42,7,5,10,1583726410
42,8,5,13,1598068810
42,8,5,11,1582603200
42,8,5,10,1582862400
42,39,5,39,1569902400
42,46,5,57,1567742400
42,60,5,10,1569816000
42,224,5,1,1586404810
42,245,5,10,1569816010
42,245,5,17,1588219210
42,249,5,6,1569729600
42,135,5,10,1567656000
42,149,5,10,1567656010
42,198,5,16,1569988810
42,199,5,6,1569297610
43,0,4,6,1596254400
43,10,4,38,1494820800
43,24,4,42,1527220800
43,30,3,13,1494648000
43,32,4,6,1505620800
43,35,3,13,1494648010
43,39,5,6,1509681600
43,69,4,9,1573099200
43,72,3,6,1572408000
43,91,4,4,1595476800
43,248,4,18,1491192000
43,131,4,23,1592193600
43,149,4,11,1592366400
43,164,4,17,1563854400
43,164,5,6,1509681610
43,256,4,6,1503115200
43,182,4,1,1573272000
44,0,5,11,1594440000
44,12,5,6,1531627200
44,20,5,11,1594440010
44,29,5,6,1531108800
44,43,5,11,1594440020
44,44,5,6,1570680000
44,73,5,11,1594440030
44,94,5,16,1533528000
44,102,5,40,1486526400
44,106,5,11,1476244800
44,146,5,9,1531281600
44,254,5,6,1531368000
44,181,5,11,1594440040
44,185,5,44,1474862400
44,207,5,6,1531368010
45,0,5,11,1594267200
45,0,5,17,1588219200
45,0,5,4,1585195200
45,0,5,16,1584936000
45,0,5,9,1571112000
45,0,4,16,1569988800
45,0,5,6,1569211200
45,0,4,24,1569038400
45,0,4,12,1566705600
45,0,3,6,1566187200
45,0,3,13,1565928000
45,0,4,16,1565582400
45,2,5,24,1569038410
45,2,5,10,1566619200
45,3,5,1,1597809600
45,3,5,11,1594267210
45,3,5,41,1588910400
45,3,5,16,1584936010
45,3,5,17,1588219210
45,3,5,6,1571457600
45,3,5,9,1571112010
45,3,5,24,1569038420
45,3,5,12,1566100800
45,3,5,6,1566014400
45,3,5,6,1559966400
45,3,5,0,1558843200
45,3,5,26,1558756800
45,3,5,17,1558670400
45,3,5,31,1557806400
46,0,5,23,1593921600
46,0,5,9,1593576000
46,0,5,8,1593403200
46,0,5,10,1592625600
46,0,5,24,1592452800
46,0,5,12,1590465600
46,0,5,18,1589860800
46,0,5,27,1586750400
46,0,5,11,1585368000
46,0,5,29,1573963200
46,0,5,12,1573617600
46,0,5,6,1571976000
46,0,5,1,1571544000
46,0,5,6,1570939200
46,0,5,6,1570852800
46,0,5,12,1570766400
46,0,5,6,1570680000
46,0,5,6,1570593600
46,0,5,6,1570507200
46,0,5,16,1570248000
46,0,5,17,1570161600
46,0,5,6,1570075200
46,0,5,16,1565582400
46,3,5,13,1565928000
46,3,5,12,1556596800
46,12,5,10,1566619200
46,20,5,17,1590638400
46,20,5,6,1585972800
46,20,5,18,1589860810
46,228,5,6,1576296000
46,228,5,6,1570593610
46,228,5,6,1570075210
46,228,5,6,1570680010
46,228,5,10,1591675200
46,228,5,6,1585713600
46,43,5,42,1594785600
46,43,5,11,1591761600
46,43,5,6,1589947200
46,43,5,9,1593576010
46,43,5,6,1571457600
46,43,5,6,1570334400
46,43,5,17,1574913600
46,43,5,6,1570593620
46,43,5,6,1570075220
46,43,5,26,1595131200
46,43,5,21,1591243200
46,43,5,10,1591848000
46,43,5,6,1589256000
46,43,5,1,1575864000
46,43,5,1,1571544010
46,53,5,6,1570075230
46,68,5,10,1569816000
46,73,5,10,1593662400
46,73,5,15,1590724800
46,73,5,17,1570161610
46,73,5,10,1592712000
46,73,5,4,1590379200
46,73,5,18,1589342400
46,73,5,10,1585281600
46,73,5,10,1585627200
46,84,5,1,1588478400
46,119,5,6,1568952000
46,128,5,4,1590379210
46,149,5,6,1568865600
46,159,5,1,1584504000
46,159,5,16,1590120000
46,159,5,4,1576900800
46,159,5,6,1571630400
46,159,5,17,1588219200
46,159,5,8,1586664000
46,159,5,18,1589169600
46,159,5,6,1554955200
46,159,5,18,1466136000
46,163,5,12,1590465610
46,181,5,10,1589515200
46,191,5,9,1586318400
46,191,5,12,1566705600
46,191,5,31,1557806400
47,0,5,10,1594094400
47,0,5,6,1570680000
47,0,5,6,1566273600
47,2,5,1,1571544000
47,2,5,6,1570593600
47,2,5,6,1564718400
47,2,5,6,1564286400
47,2,5,6,1563163200
47,10,5,10,1594094410
47,10,5,11,1591761600
47,10,5,6,1566360000
47,226,5,9,1592539200
47,117,5,12,1562299200
47,127,5,9,1590033600
48,0,5,9,1592020800
48,1,4,10,1534219200
48,2,5,6,1568174400
48,4,5,24,1534478400
48,5,5,15,1592107200
48,5,5,1,1575950400
48,8,5,6,1568865600
48,9,5,6,1570593600
48,11,5,11,1595390400
48,11,4,10,1540440000
48,225,5,9,1596168000
48,226,5,24,1569038400
48,226,4,29,1550548800
48,12,5,13,1568347200
48,14,5,27,1588564800
48,14,5,11,1587268800
48,14,5,9,1587441600
48,14,5,28,1588824000
48,17,5,6,1569384000
48,19,5,6,1568606400
48,19,5,1,1588132800
48,21,5,6,1571803200
48,22,5,1,1575259200
48,24,5,6,1568520000
48,227,5,12,1595908800
48,26,5,29,1587355200
48,26,5,29,1588996800
48,28,5,1,1588478400
48,29,5,11,1591156800
48,29,5,1,1575950410
48,31,5,6,1576296000
48,31,5,10,1577246400
48,34,5,6,1570852800
48,36,5,6,1589083200
48,36,5,17,1591588800
48,38,5,16,1570248000
48,39,5,6,1586145600
48,39,5,10,1585627200
48,42,5,6,1533700800
48,43,5,6,1568174410
48,44,5,11,1578369600
48,44,5,10,1585281600
48,49,5,10,1534219210
48,49,4,6,1531713600
48,57,5,10,1579147200
48,229,4,12,1540180800
48,60,5,13,1569470400
48,60,5,9,1590033600
48,61,5,11,1595304000
48,64,5,9,1586318400
48,64,5,10,1585627210
48,65,5,16,1584936000
48,69,5,30,1575604800
48,224,5,13,1568347210
48,77,5,21,1591243200
48,78,5,6,1576123200
48,78,4,6,1559534400
48,79,5,4,1592971200
48,87,5,16,1597118400
48,89,5,6,1569729600
48,89,5,10,1580097600
48,236,5,6,1568779200
48,236,5,10,1593662400
48,92,4,29,1552968000
48,92,4,29,1553400000
48,237,5,29,1576468800
48,95,5,13,1576382400
48,239,5,13,1599364800
48,240,5,21,1585022400
48,240,5,30,1575604810
48,97,5,1,1587700800
48,97,4,6,1553572800
48,99,4,12,1540180810
48,24,5,17,1590552000
48,242,5,6,1576296010
48,242,5,16,1583812800
48,243,5,18,1587528000
48,243,5,27,1588564810
48,102,5,6,1568260800
48,103,5,10,1591848000
48,103,5,9,1590033610
48,245,5,10,1588651200
48,245,5,9,1590897600
48,107,5,9,1599624000
48,107,5,6,1568174420
48,109,5,23,1593921600
48,112,5,10,1569816000
48,115,5,10,1579060800
48,115,5,13,1580270400
48,248,5,6,1543032000
48,118,5,17,1574222400
48,120,5,16,1590120000
48,249,5,10,1591934400
48,250,5,10,1578628800
48,250,5,6,1568520010
48,122,5,11,1585368000
48,129,5,10,1592625600
48,129,5,31,1591070400
48,130,5,6,1571457600
48,131,4,10,1553659200
48,131,5,4,1588305600
